index	SetName	OptionType1	OptionID1	OptionValue1	OptionType2	OptionID2	OptionValue2	OptionType3	OptionID3	OptionValue3	OptionType4	OptionID4	OptionValue4	OptionType5	OptionID5	OptionValue5	OptionType6	OptionID6	OptionValue6	OptionType7	OptionID7	OptionValue7	OptionType8	OptionID8	OptionValue8	OptionType9	OptionID9	OptionValue9	OptionType10	OptionID10	OptionValue10	OptionType11	OptionID11	OptionValue11	MaxCount	MaxType1	MaxID1	Maxvalue1	MaxType2	MaxID2	Maxvalue2	MaxType3	MaxID3	Maxvalue3	MaxType4	MaxID4	Maxvalue4	MaxType5	MaxID5	Maxvalue5	MaxType6	MaxID6	Maxvalue6	MaxType7	MaxID7	Maxvalue7	MaxType8	MaxID8	Maxvalue8
100588	幸運的羅馬競技場套裝+8	1	19	18	2	15000419	9	1	110	-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	156	21	1	145	10	1	158	3	1	30	700	0	0	0	0	0	0	0	0	0	0	0	0
100004	力量的羅馬競技場套裝	1	14	50	1	30	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	90	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100005	體力的羅馬競技場套裝	1	26	50	1	30	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	90	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100006	魔力的羅馬競技場套裝	1	22	50	1	30	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	98	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100007	幸運的羅馬競技場套裝	1	18	50	1	30	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	90	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100008	上級力量的羅馬競技場套裝	1	14	100	1	30	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	90	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100009	上級體力的羅馬競技場套裝	1	26	100	1	30	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	90	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100010	上級魔力的羅馬競技場套裝	1	22	100	1	30	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	98	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100011	上級幸運的羅馬競技場套裝	1	18	100	1	30	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	90	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300480	米哥安套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	124	20	1	128	20	1	156	15	1	162	15	0	0	0	0	0	0	0	0	0	0	0	0
300482	貝爾柯特套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	124	20	1	128	20	1	156	15	1	162	15	0	0	0	0	0	0	0	0	0	0	0	0
300477	開拓者套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	124	20	1	128	20	1	156	15	1	162	15	0	0	0	0	0	0	0	0	0	0	0	0
100012	愛麗絲套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	124	5	1	132	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300120	暴風監視者裝飾套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	28	200	1	94	10	1	102	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3001202	無限迴廊裝飾套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	32	200	1	158	1	1	164	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3004822	粉色啦啦隊套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	140	50	1	240	50	1	156	10	1	162	10	0	0	0	0	0	0	0	0	0	0	0	0
100211	發光的其卡斯的火焰套裝	1	30	200	1	55	60	1	27	10	1	18	100	1	144	12	1	110	-55	1	124	1	0	0	0	0	0	0	0	0	0	0	0	0	8	1	156	10	1	162	10	1	158	2	1	164	2	0	0	0	0	0	0	0	0	0	0	0	0
100221	閃亮的蛇龍其卡斯大地的套裝	1	30	400	1	55	144	1	27	20	1	18	150	1	144	3	1	110	-55	1	124	2	0	0	0	0	0	0	0	0	0	0	0	0	8	1	156	20	1	162	20	1	158	3	1	164	3	0	0	0	0	0	0	0	0	0	0	0	0
100212	發光的卡妙的冰霜套裝	1	30	500	1	55	180	1	27	25	1	18	200	1	144	37	1	110	-55	1	124	2	0	0	0	0	0	0	0	0	0	0	0	0	8	1	156	25	1	162	25	1	158	4	1	164	4	0	0	0	0	0	0	0	0	0	0	0	0
100222	閃亮的卡妙的冰霜套裝	1	30	1000	1	55	228	1	27	30	1	18	300	1	144	47	1	110	-55	1	124	3	0	0	0	0	0	0	0	0	0	0	0	0	8	1	156	30	1	162	30	1	158	5	1	164	5	0	0	0	0	0	0	0	0	0	0	0	0
300506	棒球套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	19000309	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100223	終結者的暗黑套裝	1	15	22	2	59001277	1	1	216	300	1	30	3000	1	110	-55	1	90	15	1	176	10	1	148	15	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	156	25	1	158	4	1	94	10	0	0	0	0	0	0	0	0	0	0	0	0
100224	守護者的暗黑套裝	1	27	22	2	59001281	1	1	216	300	1	26	150	1	110	-55	1	90	15	1	140	150	1	148	15	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	156	25	1	158	4	1	94	10	0	0	0	0	0	0	0	0	0	0	0	0
100225	幻想的暗黑套裝	1	23	22	2	59001279	1	1	216	300	1	30	3000	1	110	-55	1	98	15	1	180	10	1	292	15	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	162	25	1	164	4	1	102	10	0	0	0	0	0	0	0	0	0	0	0	0
100226	幸運的暗黑套裝	1	19	22	2	59001283	1	1	216	300	1	30	3000	1	110	-55	1	90	15	1	176	10	1	148	15	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	156	25	1	158	4	1	94	10	0	0	0	0	0	0	0	0	0	0	0	0
100227	共存的暗黑套裝	1	31	12	2	59001281	1	1	216	300	1	26	150	1	110	-55	1	90	15	1	140	150	1	148	15	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	156	25	1	158	4	1	94	10	0	0	0	0	0	0	0	0	0	0	0	0
100229	終結者的紅焰套裝	1	15	20	2	59001277	1	1	216	200	1	30	2500	1	110	-55	1	148	10	1	140	100	0	0	0	0	0	0	0	0	0	0	0	0	8	2	19000311	1	1	156	20	1	158	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100230	守護者的紅焰套裝	1	27	20	2	59001281	1	1	216	200	1	26	100	1	110	-55	1	148	10	1	140	100	0	0	0	0	0	0	0	0	0	0	0	0	8	2	19000311	1	1	156	20	1	158	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100231	幻想的紅焰套裝	1	23	20	2	59001279	1	1	216	200	1	30	2500	1	110	-55	1	292	10	1	240	100	0	0	0	0	0	0	0	0	0	0	0	0	8	2	19000311	1	1	162	20	1	164	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100232	幸運的紅焰套裝	1	19	20	2	59001283	1	1	216	200	1	30	2500	1	110	-55	1	148	10	1	140	100	0	0	0	0	0	0	0	0	0	0	0	0	8	2	19000311	1	1	156	20	1	158	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100233	共存的紅焰套裝	1	31	10	2	59001281	1	1	216	200	1	26	100	1	110	-55	1	148	10	1	140	100	0	0	0	0	0	0	0	0	0	0	0	0	8	2	19000311	1	1	156	20	1	158	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300123	貝爾法裝飾套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	30	300	1	94	10	1	102	10	1	148	1	0	0	0	0	0	0	0	0	0	0	0	0
3001232	銀色腳趾裝飾套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	34	300	1	156	3	1	162	3	1	217	2	0	0	0	0	0	0	0	0	0	0	0	0
100234	發光的玄武的山水紋紋套裝	1	30	300	1	55	100	1	27	15	1	18	130	1	144	20	1	110	-55	1	124	2	0	0	0	0	0	0	0	0	0	0	0	0	8	1	156	15	1	162	15	1	158	3	1	164	3	0	0	0	0	0	0	0	0	0	0	0	0
100235	發光的獅身人的法老套裝	1	30	450	1	55	180	1	27	23	1	18	250	1	144	35	1	110	-55	1	124	2	0	0	0	0	0	0	0	0	0	0	0	0	8	1	156	23	1	162	23	1	158	4	1	164	4	0	0	0	0	0	0	0	0	0	0	0	0
300512	騎白馬套裝	1	34	300	1	30	300	1	136	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	132	10	1	128	30	1	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300465	兔年可愛迷你兔子套裝	1	34	300	1	30	300	1	136	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	132	10	1	128	30	1	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300483	滑冰選手套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100013	愛麗絲的寶石套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	124	3	1	132	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300484	無線機器套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300485	??? ???	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100236	英雄和魔女套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	106	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100237	眩惑的魔女套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	13011401	1	1	30	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100240	英雄王的氣概套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	465	1	1	464	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100239	英雄王的寶石套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	456	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300486	福爾摩斯套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300487	狂野套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300488	母雞套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	114	30	1	118	30	1	106	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9010001	路易卡通套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300962	黑暗教徒套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	124	20	1	23	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9010002	愛心套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400133	覺醒的套裝	1	216	280	1	136	100	2	15003703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	23	5	1	180	2	1	292	5	1	196	10	0	0	0	0	0	0	0	0	0	0	0	0
400134	歡喜的套裝	1	216	280	1	136	100	2	15003703	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	23	10	1	180	5	1	162	15	1	292	5	0	0	0	0	0	0	0	0	0	0	0	0
400135	靈魂的紅焰套裝	1	23	20	2	59001279	1	1	216	200	1	30	2500	1	110	-55	1	292	10	1	240	100	0	0	0	0	0	0	0	0	0	0	0	0	8	2	19000311	1	1	162	20	1	164	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400136	黑暗的德古氏靈魂套裝	1	23	22	2	59001279	1	1	216	300	1	30	3000	1	110	-55	1	98	15	1	180	10	1	292	15	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	162	25	1	164	4	1	102	10	0	0	0	0	0	0	0	0	0	0	0	0
300489	馬仔套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	106	5	1	114	5	1	118	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300490	沙漠狐狸套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	106	5	1	114	5	1	118	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100014	莫恩的寶石套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	124	3	1	132	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400137	威風套裝	1	458	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	465	1	1	140	200	1	240	200	1	30	400	0	0	0	0	0	0	0	0	0	0	0	0
400209	戰鬥寶石套裝 1Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	30	500	1	34	1000	1	106	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400210	戰鬥寶石套裝 2Type	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	13011402	1	1	455	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300964	牡丹套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	124	20	1	27	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100015	雷比的寶石套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	464	10	1	461	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400211	姜太公套裝 1級	1	136	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	132	7	1	128	30	1	124	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400212	姜太公套裝 2級	1	136	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	132	8	1	128	50	1	124	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400213	姜太公套裝 3級	1	136	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	132	9	1	128	70	1	124	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400214	姜太公套裝 4級	1	136	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	132	10	1	128	90	1	124	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400215	姜太公套裝 5級	1	136	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	132	11	1	128	110	1	124	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400216	姜太公套裝 6級	1	136	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	132	14	1	128	140	1	124	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400217	姜太公套裝 7級	1	136	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	132	17	1	128	170	1	124	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400218	姜太公套裝 8級	1	136	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	132	20	1	128	200	1	124	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400219	姜太公套裝 9級	1	136	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	132	25	1	128	250	1	124	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400220	姜太公套裝 10級	1	136	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	132	30	1	128	300	1	124	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300965	傑拉諾斯套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	124	20	1	456	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400138	黃昏的終結套裝	1	15	20	1	140	400	1	90	12	1	30	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	30	500	1	158	3	1	156	20	1	62	20	2	23240011	1	0	0	0	0	0	0	0	0	0
400139	黃昏的守護套裝	1	27	20	1	140	400	1	90	12	1	30	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	30	500	1	158	3	1	156	20	1	62	20	2	23240011	1	0	0	0	0	0	0	0	0	0
400140	黃昏的幻想套裝	1	23	20	1	240	400	1	98	12	1	30	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	30	500	1	164	3	1	162	20	1	457	20	2	23240011	1	0	0	0	0	0	0	0	0	0
400141	黃昏的幸運套裝	1	19	20	1	140	400	1	90	12	1	30	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	30	500	1	158	3	1	156	20	1	62	20	2	23240011	1	0	0	0	0	0	0	0	0	0
400142	黃昏的共存套裝	1	31	10	1	140	400	1	90	12	1	30	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	30	500	1	158	3	1	156	20	1	62	20	2	23240011	1	0	0	0	0	0	0	0	0	0
400143	黃昏的靈魂套裝	1	23	20	1	240	400	1	98	12	1	30	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	30	500	1	164	3	1	162	20	1	457	20	2	23240011	1	0	0	0	0	0	0	0	0	0
100016	英雄的寶石套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	457	30	1	66	30	1	62	30	1	455	30	0	0	0	0	0	0	0	0	0	0	0	0
400144	進化黑暗的終結套裝	1	15	25	2	59001277	1	1	216	400	1	30	3500	1	110	-55	1	90	17	1	176	12	1	148	18	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	156	28	1	158	5	1	94	12	1	30	1500	2	13011403	1	0	0	0	0	0	0
400145	進化黑暗的守護套裝	1	27	25	2	59001281	1	1	216	400	1	26	180	1	110	-55	1	90	17	1	140	180	1	148	18	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	156	28	1	158	5	1	94	12	1	30	1500	2	13011403	1	0	0	0	0	0	0
400146	進化黑暗的終結套裝	1	23	25	2	59001279	1	1	216	400	1	30	3500	1	110	-55	1	98	17	1	180	12	1	292	18	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	162	28	1	164	5	1	102	12	1	30	1500	2	13011403	1	0	0	0	0	0	0
400147	進化黑暗的幸運套裝	1	19	25	2	59001283	1	1	216	400	1	30	3500	1	110	-55	1	90	17	1	176	12	1	148	18	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	156	28	1	158	5	1	94	12	1	30	1500	2	13011403	1	0	0	0	0	0	0
400148	進化黑暗的共存套裝	1	31	12	2	59001281	1	1	216	400	1	26	180	1	110	-55	1	90	17	1	140	150	1	148	18	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	156	28	1	158	5	1	94	12	1	30	1500	2	13011403	1	0	0	0	0	0	0
400149	進化黑暗的靈魂套裝	1	23	25	2	59001279	1	1	216	400	1	30	3500	1	110	-55	1	98	17	1	180	12	1	292	18	0	0	0	0	0	0	0	0	0	9	2	21014007	1	1	162	28	1	164	5	1	102	12	1	30	1500	2	13011403	1	0	0	0	0	0	0
300966	薄荷冰淇淋套裝(7日)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	465	1	1	106	5	1	455	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300967	薄荷冰淇淋套裝(30日)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	465	1	1	106	5	1	455	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300491	胖企鵝套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	106	5	1	114	5	1	118	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300968	新學期套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	124	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300492	後背包套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	106	10	1	132	10	1	128	30	1	456	10	0	0	0	0	0	0	0	0	0	0	0	0
300493	成年禮套裝	1	27	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	125	3	1	465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300494	成年禮飾品套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	30	300	1	464	5	1	149	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300495	閃閃發亮果醬套裝效果	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	124	5	1	464	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300496	虎紋套裝	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	107	10	1	133	10	1	129	30	1	456	10	0	0	0	0	0	0	0	0	0	0	0	0
